3,5000,False,False,25.62,0
3,5000,False,False,25.49,0
3,5000,False,False,25.64,0
3,5000,False,False,25.66,2
3,5000,False,False,25.65,2
3,5000,False,False,25.68,4
3,5000,False,False,25.64,2
3,5000,False,False,25.67,2
3,5000,False,False,25.65,2
3,5000,False,False,25.66,2
3,5000,False,False,25.67,2
3,5000,True,False,33.16,2
3,5000,True,False,33.39,2
3,5000,True,False,35.84,2
3,5000,True,False,32.34,4
3,5000,True,False,37.04,4
3,5000,True,False,32.41,2
3,5000,True,False,34.38,2
3,5000,True,False,35.28,2
3,5000,True,False,31.92,2
3,5000,True,False,32.53,2
3,5000,True,False,36.88,0
3,5000,True,True,33.01,0
3,5000,True,True,35.79,2
3,5000,True,True,37.46,4
3,5000,True,True,35.08,0
3,5000,True,True,33.62,0
3,5000,True,True,34.62,2
3,5000,True,True,33.00,2
3,5000,True,True,34.26,0
3,5000,True,True,37.84,0
3,5000,True,True,32.98,2
3,5000,True,True,33.29,0
